time_window_start,total_tokens_sum,gpu_required,total_gpu,free_gpu
2024-05-12 18:00:00+00:00,52336610,53.0,120,67.0
2024-05-12 18:15:00+00:00,55046617,56.0,120,64.0
2024-05-12 18:30:00+00:00,53583133,54.0,120,66.0
2024-05-12 18:45:00+00:00,52190968,53.0,120,67.0
2024-05-12 19:00:00+00:00,49423953,50.0,120,70.0
2024-05-12 19:15:00+00:00,47152773,48.0,120,72.0
2024-05-12 19:30:00+00:00,49773672,50.0,120,70.0
2024-05-12 19:45:00+00:00,50549474,51.0,120,69.0
2024-05-12 20:00:00+00:00,49895959,50.0,120,70.0
2024-05-12 20:15:00+00:00,46531440,47.0,120,73.0
2024-05-12 20:30:00+00:00,48376577,49.0,120,71.0
2024-05-12 20:45:00+00:00,49987707,50.0,120,70.0
2024-05-12 21:00:00+00:00,51178593,52.0,120,68.0
2024-05-12 21:15:00+00:00,49985941,50.0,120,70.0
2024-05-12 21:30:00+00:00,44059172,45.0,120,75.0
2024-05-12 21:45:00+00:00,44621522,45.0,120,75.0
2024-05-12 22:00:00+00:00,46729577,47.0,120,73.0
2024-05-12 22:15:00+00:00,41773974,42.0,120,78.0
2024-05-12 22:30:00+00:00,42632830,43.0,120,77.0
2024-05-12 22:45:00+00:00,45193026,46.0,120,74.0
2024-05-12 23:00:00+00:00,47276068,48.0,120,72.0
2024-05-12 23:15:00+00:00,50588128,51.0,120,69.0
2024-05-12 23:30:00+00:00,54774453,55.0,120,65.0
2024-05-12 23:45:00+00:00,64995407,65.0,120,55.0
2024-05-13 00:00:00+00:00,67796573,68.0,120,52.0
2024-05-13 00:15:00+00:00,71755091,72.0,120,48.0
2024-05-13 00:30:00+00:00,75200449,76.0,120,44.0
2024-05-13 00:45:00+00:00,76413627,77.0,120,43.0
2024-05-13 01:00:00+00:00,79866073,80.0,120,40.0
2024-05-13 01:15:00+00:00,82716757,83.0,120,37.0
2024-05-13 01:30:00+00:00,84669375,85.0,120,35.0
2024-05-13 01:45:00+00:00,87028521,88.0,120,32.0
2024-05-13 02:00:00+00:00,82495045,83.0,120,37.0
2024-05-13 02:15:00+00:00,88525541,89.0,120,31.0
2024-05-13 02:30:00+00:00,86056006,87.0,120,33.0
2024-05-13 02:45:00+00:00,83593593,84.0,120,36.0
2024-05-13 03:00:00+00:00,68997860,69.0,120,51.0
2024-05-13 03:15:00+00:00,70986244,71.0,120,49.0
2024-05-13 03:30:00+00:00,65737445,66.0,120,54.0
2024-05-13 03:45:00+00:00,67344867,68.0,120,52.0
2024-05-13 04:00:00+00:00,63999912,64.0,120,56.0
2024-05-13 04:15:00+00:00,72075047,73.0,120,47.0
2024-05-13 04:30:00+00:00,69649331,70.0,120,50.0
2024-05-13 04:45:00+00:00,74708023,75.0,120,45.0
2024-05-13 05:00:00+00:00,72781933,73.0,120,47.0
2024-05-13 05:15:00+00:00,72006593,73.0,120,47.0
2024-05-13 05:30:00+00:00,80027328,81.0,120,39.0
2024-05-13 05:45:00+00:00,82753242,83.0,120,37.0
2024-05-13 06:00:00+00:00,81581500,82.0,120,38.0
2024-05-13 06:15:00+00:00,88800053,89.0,120,31.0
2024-05-13 06:30:00+00:00,88588280,89.0,120,31.0
2024-05-13 06:45:00+00:00,93532029,94.0,120,26.0
2024-05-13 07:00:00+00:00,91857028,92.0,120,28.0
2024-05-13 07:15:00+00:00,81746481,82.0,120,38.0
2024-05-13 07:30:00+00:00,92799482,93.0,120,27.0
2024-05-13 07:45:00+00:00,93359260,94.0,120,26.0
2024-05-13 08:00:00+00:00,98370272,99.0,120,21.0
2024-05-13 08:15:00+00:00,95429535,96.0,120,24.0
2024-05-13 08:30:00+00:00,90453487,91.0,120,29.0
2024-05-13 08:45:00+00:00,92747364,93.0,120,27.0
2024-05-13 09:00:00+00:00,88071796,89.0,120,31.0
2024-05-13 09:15:00+00:00,83760920,84.0,120,36.0
2024-05-13 09:30:00+00:00,80544893,81.0,120,39.0
2024-05-13 09:45:00+00:00,80395422,81.0,120,39.0
2024-05-13 10:00:00+00:00,83988042,84.0,120,36.0
2024-05-13 10:15:00+00:00,81158890,82.0,120,38.0
2024-05-13 10:30:00+00:00,81944444,82.0,120,38.0
2024-05-13 10:45:00+00:00,86203163,87.0,120,33.0
2024-05-13 11:00:00+00:00,85640342,86.0,120,34.0
2024-05-13 11:15:00+00:00,89042702,90.0,120,30.0
2024-05-13 11:30:00+00:00,86960700,87.0,120,33.0
2024-05-13 11:45:00+00:00,83847499,84.0,120,36.0
2024-05-13 12:00:00+00:00,85629951,86.0,120,34.0
2024-05-13 12:15:00+00:00,86291877,87.0,120,33.0
2024-05-13 12:30:00+00:00,92194357,93.0,120,27.0
2024-05-13 12:45:00+00:00,93767762,94.0,120,26.0
2024-05-13 13:00:00+00:00,95721579,96.0,120,24.0
2024-05-13 13:15:00+00:00,100158538,101.0,120,19.0
2024-05-13 13:30:00+00:00,107402934,108.0,120,12.0
2024-05-13 13:45:00+00:00,102321561,103.0,120,17.0
2024-05-13 14:00:00+00:00,105876532,106.0,120,14.0
2024-05-13 14:15:00+00:00,110045391,111.0,120,9.0
2024-05-13 14:30:00+00:00,111687170,112.0,120,8.0
2024-05-13 14:45:00+00:00,113551146,114.0,120,6.0
2024-05-13 15:00:00+00:00,106328199,107.0,120,13.0
2024-05-13 15:15:00+00:00,103501004,104.0,120,16.0
2024-05-13 15:30:00+00:00,104154273,105.0,120,15.0
2024-05-13 15:45:00+00:00,98736231,99.0,120,21.0
2024-05-13 16:00:00+00:00,88274384,89.0,120,31.0
2024-05-13 16:15:00+00:00,88959479,89.0,120,31.0
2024-05-13 16:30:00+00:00,91547224,92.0,120,28.0
2024-05-13 16:45:00+00:00,87232572,88.0,120,32.0
2024-05-13 17:00:00+00:00,79418616,80.0,120,40.0
2024-05-13 17:15:00+00:00,87279059,88.0,120,32.0
2024-05-13 17:30:00+00:00,83278266,84.0,120,36.0
2024-05-13 17:45:00+00:00,83078490,84.0,120,36.0
2024-05-13 18:00:00+00:00,80314920,81.0,120,39.0
2024-05-13 18:15:00+00:00,83718851,84.0,120,36.0
2024-05-13 18:30:00+00:00,82121823,83.0,120,37.0
2024-05-13 18:45:00+00:00,80835220,81.0,120,39.0
2024-05-13 19:00:00+00:00,76543926,77.0,120,43.0
2024-05-13 19:15:00+00:00,74671638,75.0,120,45.0
2024-05-13 19:30:00+00:00,85644018,86.0,120,34.0
2024-05-13 19:45:00+00:00,87922241,88.0,120,32.0
2024-05-13 20:00:00+00:00,84644436,85.0,120,35.0
2024-05-13 20:15:00+00:00,81878883,82.0,120,38.0
2024-05-13 20:30:00+00:00,76547807,77.0,120,43.0
2024-05-13 20:45:00+00:00,69278607,70.0,120,50.0
2024-05-13 21:00:00+00:00,63725448,64.0,120,56.0
2024-05-13 21:15:00+00:00,60746873,61.0,120,59.0
2024-05-13 21:30:00+00:00,64795852,65.0,120,55.0
2024-05-13 21:45:00+00:00,65981591,66.0,120,54.0
2024-05-13 22:00:00+00:00,63606455,64.0,120,56.0
2024-05-13 22:15:00+00:00,62676095,63.0,120,57.0
2024-05-13 22:30:00+00:00,61129117,62.0,120,58.0
2024-05-13 22:45:00+00:00,63114182,64.0,120,56.0
2024-05-13 23:00:00+00:00,63233283,64.0,120,56.0
2024-05-13 23:15:00+00:00,67690880,68.0,120,52.0
2024-05-13 23:30:00+00:00,69130766,70.0,120,50.0
2024-05-13 23:45:00+00:00,72958330,73.0,120,47.0
2024-05-14 00:00:00+00:00,74815923,75.0,120,45.0
2024-05-14 00:15:00+00:00,78324269,79.0,120,41.0
2024-05-14 00:30:00+00:00,82960505,83.0,120,37.0
2024-05-14 00:45:00+00:00,82430431,83.0,120,37.0
2024-05-14 01:00:00+00:00,76082373,77.0,120,43.0
2024-05-14 01:15:00+00:00,83763658,84.0,120,36.0
2024-05-14 01:30:00+00:00,86965647,87.0,120,33.0
2024-05-14 01:45:00+00:00,87371172,88.0,120,32.0
2024-05-14 02:00:00+00:00,90242777,91.0,120,29.0
2024-05-14 02:15:00+00:00,91357251,92.0,120,28.0
2024-05-14 02:30:00+00:00,86493805,87.0,120,33.0
2024-05-14 02:45:00+00:00,87297815,88.0,120,32.0
2024-05-14 03:00:00+00:00,75035758,76.0,120,44.0
2024-05-14 03:15:00+00:00,69814402,70.0,120,50.0
2024-05-14 03:30:00+00:00,66018001,67.0,120,53.0
2024-05-14 03:45:00+00:00,71706617,72.0,120,48.0
2024-05-14 04:00:00+00:00,71672370,72.0,120,48.0
2024-05-14 04:15:00+00:00,73916477,74.0,120,46.0
2024-05-14 04:30:00+00:00,70991361,71.0,120,49.0
2024-05-14 04:45:00+00:00,73432394,74.0,120,46.0
2024-05-14 05:00:00+00:00,74514530,75.0,120,45.0
2024-05-14 05:15:00+00:00,77442368,78.0,120,42.0
2024-05-14 05:30:00+00:00,82454297,83.0,120,37.0
2024-05-14 05:45:00+00:00,81941970,82.0,120,38.0
2024-05-14 06:00:00+00:00,85003295,86.0,120,34.0
2024-05-14 06:15:00+00:00,86090406,87.0,120,33.0
2024-05-14 06:30:00+00:00,92361179,93.0,120,27.0
2024-05-14 06:45:00+00:00,97461897,98.0,120,22.0
2024-05-14 07:00:00+00:00,95949429,96.0,120,24.0
2024-05-14 07:15:00+00:00,100956837,101.0,120,19.0
2024-05-14 07:30:00+00:00,99518634,100.0,120,20.0
2024-05-14 07:45:00+00:00,99590094,100.0,120,20.0
2024-05-14 08:00:00+00:00,98429108,99.0,120,21.0
2024-05-14 08:15:00+00:00,101851694,102.0,120,18.0
2024-05-14 08:30:00+00:00,93632371,94.0,120,26.0
2024-05-14 08:45:00+00:00,91225304,92.0,120,28.0
2024-05-14 09:00:00+00:00,87885861,88.0,120,32.0
2024-05-14 09:15:00+00:00,93729345,94.0,120,26.0
2024-05-14 09:30:00+00:00,91767438,92.0,120,28.0
2024-05-14 09:45:00+00:00,89582118,90.0,120,30.0
2024-05-14 10:00:00+00:00,81998866,82.0,120,38.0
2024-05-14 10:15:00+00:00,80255271,81.0,120,39.0
2024-05-14 10:30:00+00:00,85408822,86.0,120,34.0
2024-05-14 10:45:00+00:00,87060991,88.0,120,32.0
2024-05-14 11:00:00+00:00,87004735,88.0,120,32.0
2024-05-14 11:15:00+00:00,90565024,91.0,120,29.0
2024-05-14 11:30:00+00:00,91954747,92.0,120,28.0
2024-05-14 11:45:00+00:00,95734773,96.0,120,24.0
2024-05-14 12:00:00+00:00,97611734,98.0,120,22.0
2024-05-14 12:15:00+00:00,101853513,102.0,120,18.0
2024-05-14 12:30:00+00:00,100876558,101.0,120,19.0
2024-05-14 12:45:00+00:00,105646614,106.0,120,14.0
2024-05-14 13:00:00+00:00,98563398,99.0,120,21.0
2024-05-14 13:15:00+00:00,100437562,101.0,120,19.0
2024-05-14 13:30:00+00:00,105880074,106.0,120,14.0
2024-05-14 13:45:00+00:00,114615620,115.0,120,5.0
2024-05-14 14:00:00+00:00,112430834,113.0,120,7.0
2024-05-14 14:15:00+00:00,115455558,116.0,120,4.0
2024-05-14 14:30:00+00:00,108383082,109.0,120,11.0
2024-05-14 14:45:00+00:00,119524306,120.0,120,0.0
2024-05-14 15:00:00+00:00,112596897,113.0,120,7.0
2024-05-14 15:15:00+00:00,112395286,113.0,120,7.0
2024-05-14 15:30:00+00:00,100697456,101.0,120,19.0
2024-05-14 15:45:00+00:00,100418793,101.0,120,19.0
2024-05-14 16:00:00+00:00,101660490,102.0,120,18.0
2024-05-14 16:15:00+00:00,93631265,94.0,120,26.0
2024-05-14 16:30:00+00:00,97666081,98.0,120,22.0
2024-05-14 16:45:00+00:00,97089694,98.0,120,22.0
2024-05-14 17:00:00+00:00,93596127,94.0,120,26.0
2024-05-14 17:15:00+00:00,88113721,89.0,120,31.0
2024-05-14 17:30:00+00:00,84480143,85.0,120,35.0
2024-05-14 17:45:00+00:00,95294038,96.0,120,24.0
2024-05-14 18:00:00+00:00,95128098,96.0,120,24.0
2024-05-14 18:15:00+00:00,96137541,97.0,120,23.0
2024-05-14 18:30:00+00:00,94574663,95.0,120,25.0
2024-05-14 18:45:00+00:00,96383044,97.0,120,23.0
2024-05-14 19:00:00+00:00,93181986,94.0,120,26.0
2024-05-14 19:15:00+00:00,87573520,88.0,120,32.0
2024-05-14 19:30:00+00:00,83570378,84.0,120,36.0
2024-05-14 19:45:00+00:00,89894519,90.0,120,30.0
2024-05-14 20:00:00+00:00,86200296,87.0,120,33.0
2024-05-14 20:15:00+00:00,84794493,85.0,120,35.0
2024-05-14 20:30:00+00:00,78475420,79.0,120,41.0
2024-05-14 20:45:00+00:00,74904056,75.0,120,45.0
2024-05-14 21:00:00+00:00,72307036,73.0,120,47.0
2024-05-14 21:15:00+00:00,64165563,65.0,120,55.0
2024-05-14 21:30:00+00:00,68890388,69.0,120,51.0
2024-05-14 21:45:00+00:00,73882786,74.0,120,46.0
2024-05-14 22:00:00+00:00,66629996,67.0,120,53.0
2024-05-14 22:15:00+00:00,63975356,64.0,120,56.0
2024-05-14 22:30:00+00:00,56826936,57.0,120,63.0
2024-05-14 22:45:00+00:00,55023849,56.0,120,64.0
2024-05-14 23:00:00+00:00,51927153,52.0,120,68.0
2024-05-14 23:15:00+00:00,55509013,56.0,120,64.0
2024-05-14 23:30:00+00:00,62605345,63.0,120,57.0
2024-05-14 23:45:00+00:00,67440820,68.0,120,52.0
2024-05-15 00:00:00+00:00,64576053,65.0,120,55.0
2024-05-15 00:15:00+00:00,74306416,75.0,120,45.0
2024-05-15 00:30:00+00:00,75018243,76.0,120,44.0
2024-05-15 00:45:00+00:00,77632061,78.0,120,42.0
2024-05-15 01:00:00+00:00,78021901,79.0,120,41.0
2024-05-15 01:15:00+00:00,81105689,82.0,120,38.0
2024-05-15 01:30:00+00:00,80091218,81.0,120,39.0
2024-05-15 01:45:00+00:00,79132863,80.0,120,40.0
2024-05-15 02:00:00+00:00,78409726,79.0,120,41.0
2024-05-15 02:15:00+00:00,80017018,81.0,120,39.0
2024-05-15 02:30:00+00:00,77445194,78.0,120,42.0
2024-05-15 02:45:00+00:00,77770452,78.0,120,42.0
2024-05-15 03:00:00+00:00,68281117,69.0,120,51.0
2024-05-15 03:15:00+00:00,64289982,65.0,120,55.0
2024-05-15 03:30:00+00:00,63683452,64.0,120,56.0
2024-05-15 03:45:00+00:00,64080615,65.0,120,55.0
2024-05-15 04:00:00+00:00,64626574,65.0,120,55.0
2024-05-15 04:15:00+00:00,72246498,73.0,120,47.0
2024-05-15 04:30:00+00:00,76781344,77.0,120,43.0
2024-05-15 04:45:00+00:00,76703294,77.0,120,43.0
2024-05-15 05:00:00+00:00,70959953,71.0,120,49.0
2024-05-15 05:15:00+00:00,76174288,77.0,120,43.0
2024-05-15 05:30:00+00:00,81449304,82.0,120,38.0
2024-05-15 05:45:00+00:00,78691545,79.0,120,41.0
2024-05-15 06:00:00+00:00,78823256,79.0,120,41.0
2024-05-15 06:15:00+00:00,86291492,87.0,120,33.0
2024-05-15 06:30:00+00:00,85312601,86.0,120,34.0
2024-05-15 06:45:00+00:00,96601197,97.0,120,23.0
2024-05-15 07:00:00+00:00,89685877,90.0,120,30.0
2024-05-15 07:15:00+00:00,94302636,95.0,120,25.0
2024-05-15 07:30:00+00:00,91486012,92.0,120,28.0
2024-05-15 07:45:00+00:00,93932578,94.0,120,26.0
2024-05-15 08:00:00+00:00,92112689,93.0,120,27.0
2024-05-15 08:15:00+00:00,92826646,93.0,120,27.0
2024-05-15 08:30:00+00:00,88443232,89.0,120,31.0
2024-05-15 08:45:00+00:00,88273072,89.0,120,31.0
2024-05-15 09:00:00+00:00,86449019,87.0,120,33.0
2024-05-15 09:15:00+00:00,86125297,87.0,120,33.0
2024-05-15 09:30:00+00:00,89525678,90.0,120,30.0
2024-05-15 09:45:00+00:00,88400214,89.0,120,31.0
2024-05-15 10:00:00+00:00,86046962,87.0,120,33.0
2024-05-15 10:15:00+00:00,80636201,81.0,120,39.0
2024-05-15 10:30:00+00:00,78853616,79.0,120,41.0
2024-05-15 10:45:00+00:00,75738788,76.0,120,44.0
2024-05-15 11:00:00+00:00,78079895,79.0,120,41.0
2024-05-15 11:15:00+00:00,82656371,83.0,120,37.0
2024-05-15 11:30:00+00:00,81400378,82.0,120,38.0
2024-05-15 11:45:00+00:00,87188566,88.0,120,32.0
2024-05-15 12:00:00+00:00,89244614,90.0,120,30.0
2024-05-15 12:15:00+00:00,93642169,94.0,120,26.0
2024-05-15 12:30:00+00:00,90403671,91.0,120,29.0
2024-05-15 12:45:00+00:00,95215756,96.0,120,24.0
2024-05-15 13:00:00+00:00,92929009,93.0,120,27.0
2024-05-15 13:15:00+00:00,96683529,97.0,120,23.0
2024-05-15 13:30:00+00:00,103822656,104.0,120,16.0
2024-05-15 13:45:00+00:00,108923647,109.0,120,11.0
2024-05-15 14:00:00+00:00,104124847,105.0,120,15.0
2024-05-15 14:15:00+00:00,107301100,108.0,120,12.0
2024-05-15 14:30:00+00:00,97950109,98.0,120,22.0
2024-05-15 14:45:00+00:00,98177927,99.0,120,21.0
2024-05-15 15:00:00+00:00,99246240,100.0,120,20.0
2024-05-15 15:15:00+00:00,97020697,98.0,120,22.0
2024-05-15 15:30:00+00:00,96150315,97.0,120,23.0
2024-05-15 15:45:00+00:00,92998551,93.0,120,27.0
2024-05-15 16:00:00+00:00,92344338,93.0,120,27.0
2024-05-15 16:15:00+00:00,83097372,84.0,120,36.0
2024-05-15 16:30:00+00:00,87877285,88.0,120,32.0
2024-05-15 16:45:00+00:00,83975114,84.0,120,36.0
2024-05-15 17:00:00+00:00,77523167,78.0,120,42.0
2024-05-15 17:15:00+00:00,74603362,75.0,120,45.0
2024-05-15 17:30:00+00:00,80132048,81.0,120,39.0
2024-05-15 17:45:00+00:00,87814939,88.0,120,32.0
2024-05-15 18:00:00+00:00,85819745,86.0,120,34.0
2024-05-15 18:15:00+00:00,85029769,86.0,120,34.0
2024-05-15 18:30:00+00:00,80738975,81.0,120,39.0
2024-05-15 18:45:00+00:00,83278381,84.0,120,36.0
2024-05-15 19:00:00+00:00,82707321,83.0,120,37.0
2024-05-15 19:15:00+00:00,77359979,78.0,120,42.0
2024-05-15 19:30:00+00:00,79203003,80.0,120,40.0
2024-05-15 19:45:00+00:00,77183422,78.0,120,42.0
2024-05-15 20:00:00+00:00,70571173,71.0,120,49.0
2024-05-15 20:15:00+00:00,67092905,68.0,120,52.0
2024-05-15 20:30:00+00:00,67918946,68.0,120,52.0
2024-05-15 20:45:00+00:00,68110331,69.0,120,51.0
2024-05-15 21:00:00+00:00,60825470,61.0,120,59.0
2024-05-15 21:15:00+00:00,50516223,51.0,120,69.0
2024-05-15 21:30:00+00:00,49273558,50.0,120,70.0
2024-05-15 21:45:00+00:00,50491621,51.0,120,69.0
2024-05-15 22:00:00+00:00,48170912,49.0,120,71.0
2024-05-15 22:15:00+00:00,51000055,52.0,120,68.0
2024-05-15 22:30:00+00:00,49548145,50.0,120,70.0
2024-05-15 22:45:00+00:00,55278929,56.0,120,64.0
2024-05-15 23:00:00+00:00,54669967,55.0,120,65.0
2024-05-15 23:15:00+00:00,55219528,56.0,120,64.0
2024-05-15 23:30:00+00:00,60599350,61.0,120,59.0
2024-05-15 23:45:00+00:00,69075959,70.0,120,50.0
2024-05-16 00:00:00+00:00,66776417,67.0,120,53.0
2024-05-16 00:15:00+00:00,75288773,76.0,120,44.0
2024-05-16 00:30:00+00:00,75713373,76.0,120,44.0
2024-05-16 00:45:00+00:00,78121580,79.0,120,41.0
2024-05-16 01:00:00+00:00,79043564,80.0,120,40.0
2024-05-16 01:15:00+00:00,80576402,81.0,120,39.0
2024-05-16 01:30:00+00:00,80558617,81.0,120,39.0
2024-05-16 01:45:00+00:00,83081165,84.0,120,36.0
2024-05-16 02:00:00+00:00,81916065,82.0,120,38.0
2024-05-16 02:15:00+00:00,87407409,88.0,120,32.0
2024-05-16 02:30:00+00:00,84845403,85.0,120,35.0
2024-05-16 02:45:00+00:00,83005498,84.0,120,36.0
2024-05-16 03:00:00+00:00,74337195,75.0,120,45.0
2024-05-16 03:15:00+00:00,66947278,67.0,120,53.0
2024-05-16 03:30:00+00:00,65117706,66.0,120,54.0
2024-05-16 03:45:00+00:00,65756780,66.0,120,54.0
2024-05-16 04:00:00+00:00,68237025,69.0,120,51.0
2024-05-16 04:15:00+00:00,71909733,72.0,120,48.0
2024-05-16 04:30:00+00:00,65298461,66.0,120,54.0
2024-05-16 04:45:00+00:00,67404366,68.0,120,52.0
2024-05-16 05:00:00+00:00,63495558,64.0,120,56.0
2024-05-16 05:15:00+00:00,70248378,71.0,120,49.0
2024-05-16 05:30:00+00:00,80028585,81.0,120,39.0
2024-05-16 05:45:00+00:00,82199010,83.0,120,37.0
2024-05-16 06:00:00+00:00,84881106,85.0,120,35.0
2024-05-16 06:15:00+00:00,90700196,91.0,120,29.0
2024-05-16 06:30:00+00:00,94638985,95.0,120,25.0
2024-05-16 06:45:00+00:00,93278831,94.0,120,26.0
2024-05-16 07:00:00+00:00,87808096,88.0,120,32.0
2024-05-16 07:15:00+00:00,92376931,93.0,120,27.0
2024-05-16 07:30:00+00:00,98254929,99.0,120,21.0
2024-05-16 07:45:00+00:00,102177194,103.0,120,17.0
2024-05-16 08:00:00+00:00,100684672,101.0,120,19.0
2024-05-16 08:15:00+00:00,101066852,102.0,120,18.0
2024-05-16 08:30:00+00:00,100131162,101.0,120,19.0
2024-05-16 08:45:00+00:00,99652701,100.0,120,20.0
2024-05-16 09:00:00+00:00,96957010,97.0,120,23.0
2024-05-16 09:15:00+00:00,96950073,97.0,120,23.0
2024-05-16 09:30:00+00:00,90292413,91.0,120,29.0
2024-05-16 09:45:00+00:00,89984514,90.0,120,30.0
2024-05-16 10:00:00+00:00,79920320,80.0,120,40.0
2024-05-16 10:15:00+00:00,67540202,68.0,120,52.0
2024-05-16 10:30:00+00:00,70257416,71.0,120,49.0
2024-05-16 10:45:00+00:00,76856913,77.0,120,43.0
2024-05-16 11:00:00+00:00,73865633,74.0,120,46.0
2024-05-16 11:15:00+00:00,74325548,75.0,120,45.0
2024-05-16 11:30:00+00:00,77640992,78.0,120,42.0
2024-05-16 11:45:00+00:00,81722071,82.0,120,38.0
2024-05-16 12:00:00+00:00,78432732,79.0,120,41.0
2024-05-16 12:15:00+00:00,79866073,80.0,120,40.0
2024-05-16 12:30:00+00:00,81167938,82.0,120,38.0
2024-05-16 12:45:00+00:00,96775019,97.0,120,23.0
2024-05-16 13:00:00+00:00,99877267,100.0,120,20.0
2024-05-16 13:15:00+00:00,97608044,98.0,120,22.0
2024-05-16 13:30:00+00:00,96601222,97.0,120,23.0
2024-05-16 13:45:00+00:00,98570314,99.0,120,21.0
2024-05-16 14:00:00+00:00,99211165,100.0,120,20.0
2024-05-16 14:15:00+00:00,99949843,100.0,120,20.0
2024-05-16 14:30:00+00:00,100222078,101.0,120,19.0
2024-05-16 14:45:00+00:00,104141954,105.0,120,15.0
2024-05-16 15:00:00+00:00,89755398,90.0,120,30.0
2024-05-16 15:15:00+00:00,85613463,86.0,120,34.0
2024-05-16 15:30:00+00:00,89303004,90.0,120,30.0
2024-05-16 15:45:00+00:00,88067722,89.0,120,31.0
2024-05-16 16:00:00+00:00,84103446,85.0,120,35.0
